Date,Open,High,Low,Close,Volume
2021-07-25 11:00:00,0.35855,0.35855,0.35855,0.35855,0.0
2021-07-25 12:00:00,0.35855,0.35855,0.35855,0.35855,0.0
2021-07-25 13:00:00,0.35855,0.35855,0.35855,0.35855,0.0
2021-07-25 14:00:00,0.35855,0.35855,0.35855,0.35855,0.0
2021-07-25 15:00:00,0.35855,0.35855,0.35855,0.35855,0.0
2021-07-25 16:00:00,0.35855,0.35855,0.35855,0.35855,0.0
2021-07-25 17:00:00,0.35855,0.35855,0.35855,0.35855,0.0
2021-07-25 18:00:00,0.35855,0.35855,0.35855,0.35855,0.0
2021-07-25 19:00:00,0.35855,0.35855,0.35855,0.35855,0.0
2021-07-25 20:00:00,0.35855,0.35855,0.35855,0.35855,0.0
2021-07-25 21:00:00,0.35855,0.35855,0.35855,0.35855,0.0
2021-07-25 22:00:00,0.35855,0.35855,0.35855,0.35855,0.0
2021-07-25 23:00:00,0.35855,0.35855,0.35855,0.35855,0.0
2021-07-26 00:00:00,0.35839,0.36241,0.35839,0.36241,1135.99202953
2021-07-26 01:00:00,0.37281,0.38296,0.37281,0.3765,344.81513945
2021-07-26 02:00:00,0.3765,0.3765,0.3765,0.3765,0.0
2021-07-26 03:00:00,0.3765,0.3765,0.3765,0.3765,0.0
2021-07-26 04:00:00,0.3765,0.3765,0.3765,0.3765,0.0
2021-07-26 05:00:00,0.3765,0.3765,0.3765,0.3765,0.0
2021-07-26 06:00:00,0.38582,0.38582,0.38004,0.38004,2776.27998603
2021-07-26 07:00:00,0.37607,0.37607,0.37336,0.37336,1405.60935918
2021-07-26 08:00:00,0.37336,0.37336,0.37336,0.37336,0.0
2021-07-26 09:00:00,0.37336,0.37336,0.37336,0.37336,0.0
2021-07-26 10:00:00,0.37336,0.37336,0.37336,0.37336,0.0
2021-07-26 11:00:00,0.37336,0.37336,0.37336,0.37336,0.0
2021-07-26 12:00:00,0.37336,0.37336,0.37336,0.37336,0.0
2021-07-26 13:00:00,0.3711,0.3711,0.37005,0.37005,1213.34347879
2021-07-26 14:00:00,0.37005,0.37005,0.37005,0.37005,0.0
2021-07-26 15:00:00,0.37005,0.37005,0.37005,0.37005,0.0
2021-07-26 16:00:00,0.37005,0.37005,0.37005,0.37005,0.0
2021-07-26 17:00:00,0.37005,0.37005,0.37005,0.37005,0.0
2021-07-26 18:00:00,0.37005,0.37005,0.37005,0.37005,0.0
2021-07-26 19:00:00,0.37005,0.37005,0.37005,0.37005,0.0
2021-07-26 20:00:00,0.36792,0.36792,0.35774,0.35774,820.70513414
2021-07-26 21:00:00,0.35774,0.35774,0.35774,0.35774,0.0
2021-07-26 22:00:00,0.35774,0.35774,0.35774,0.35774,0.0
2021-07-26 23:00:00,0.35774,0.35774,0.35774,0.35774,0.0
2021-07-27 00:00:00,0.35579,0.35579,0.35277,0.35277,3927.88480456
2021-07-27 01:00:00,0.34817,0.34817,0.34612,0.34612,568.77406468
2021-07-27 02:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 03:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 04:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 05:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 06:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 07:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 08:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 09:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 10:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 11:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 12:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 13:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 14:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 15:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 16:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 17:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 18:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 19:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 20:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 21:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 22:00:00,0.34612,0.34612,0.34612,0.34612,0.0
2021-07-27 23:00:00,0.35136,0.35458,0.35136,0.35458,9578.22606
2021-07-28 00:00:00,0.35458,0.35458,0.35458,0.35458,0.0
2021-07-28 01:00:00,0.35458,0.35458,0.35458,0.35458,0.0
2021-07-28 02:00:00,0.35458,0.35458,0.35458,0.35458,0.0
2021-07-28 03:00:00,0.35458,0.35458,0.35458,0.35458,0.0
2021-07-28 04:00:00,0.35458,0.35458,0.35458,0.35458,0.0
2021-07-28 05:00:00,0.35458,0.35458,0.35458,0.35458,0.0
2021-07-28 06:00:00,0.35458,0.35458,0.35458,0.35458,0.0
2021-07-28 07:00:00,0.36582,0.37147,0.36582,0.37147,1670.63738287
2021-07-28 08:00:00,0.37985,0.38,0.37133,0.37202,31402.28093926
2021-07-28 09:00:00,0.37202,0.37202,0.37202,0.37202,0.0
2021-07-28 10:00:00,0.37202,0.37202,0.37202,0.37202,0.0
2021-07-28 11:00:00,0.37202,0.37202,0.37202,0.37202,0.0
2021-07-28 12:00:00,0.37202,0.37202,0.37202,0.37202,0.0
2021-07-28 13:00:00,0.37202,0.37202,0.37202,0.37202,0.0
2021-07-28 14:00:00,0.37202,0.37202,0.37202,0.37202,0.0
2021-07-28 15:00:00,0.37202,0.37202,0.37202,0.37202,0.0
2021-07-28 16:00:00,0.37202,0.37202,0.37202,0.37202,0.0
2021-07-28 17:00:00,0.37145,0.37145,0.36268,0.36268,1270.89423568
2021-07-28 18:00:00,0.36268,0.36268,0.36268,0.36268,0.0
2021-07-28 19:00:00,0.36268,0.36268,0.36268,0.36268,0.0
2021-07-28 20:00:00,0.36268,0.36268,0.36268,0.36268,0.0
2021-07-28 21:00:00,0.36268,0.36268,0.36268,0.36268,0.0
2021-07-28 22:00:00,0.36569,0.36569,0.3656,0.3656,235.014506
2021-07-28 23:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 00:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 01:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 02:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 03:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 04:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 05:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 06:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 07:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 08:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 09:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 10:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 11:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 12:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 13:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 14:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 15:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 16:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 17:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 18:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 19:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 20:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 21:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 22:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-29 23:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-30 00:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-30 01:00:00,0.3656,0.3656,0.3656,0.3656,0.0
2021-07-30 02:00:00,0.3832,0.3832,0.38061,0.38061,8192.68347637
2021-07-30 03:00:00,0.38061,0.38061,0.38061,0.38061,0.0
2021-07-30 04:00:00,0.37953,0.37953,0.37652,0.37711,914.73954014
2021-07-30 05:00:00,0.37692,0.37692,0.37458,0.37458,471.62398599
2021-07-30 06:00:00,0.37458,0.37458,0.37458,0.37458,0.0
2021-07-30 07:00:00,0.37458,0.37458,0.37458,0.37458,0.0
2021-07-30 08:00:00,0.37457,0.37457,0.36843,0.36843,4976.28170344
2021-07-30 09:00:00,0.36573,0.36573,0.35557,0.35557,1520.93138562
2021-07-30 10:00:00,0.35557,0.35557,0.35557,0.35557,0.0
2021-07-30 11:00:00,0.35557,0.35557,0.35557,0.35557,0.0
2021-07-30 12:00:00,0.36324,0.36327,0.36166,0.36166,5418.50489
