Date,Open,High,Low,Close,Volume
2021-07-25 11:00:00,2948.68,2951.57,2942.58,2945.41,0.28714646
2021-07-25 12:00:00,2931.62,2931.62,2930.79,2931.06,0.55540113
2021-07-25 13:00:00,2925.0,2925.0,2915.7,2915.7,0.06659367
2021-07-25 14:00:00,2915.7,2915.7,2915.7,2915.7,0.0
2021-07-25 15:00:00,2915.7,2915.7,2915.7,2915.7,0.0
2021-07-25 16:00:00,2915.7,2915.7,2915.7,2915.7,0.0
2021-07-25 17:00:00,2915.7,2915.7,2915.7,2915.7,0.0
2021-07-25 18:00:00,2915.7,2915.7,2915.7,2915.7,0.0
2021-07-25 19:00:00,2935.65,2936.33,2935.65,2936.33,0.13879731
2021-07-25 20:00:00,2936.33,2936.33,2936.33,2936.33,0.0
2021-07-25 21:00:00,2936.33,2936.33,2936.33,2936.33,0.0
2021-07-25 22:00:00,2943.34,2949.01,2942.28,2942.28,0.23243
2021-07-25 23:00:00,2969.06,2977.49,2969.06,2977.41,1.2335856
2021-07-26 00:00:00,2967.97,3083.27,2967.97,3083.27,5.3711548
2021-07-26 01:00:00,3100.0,3164.88,3090.04,3155.61,20.96970455
2021-07-26 02:00:00,3151.03,3159.54,3126.7,3139.84,15.04459346
2021-07-26 03:00:00,3146.27,3146.28,3142.26,3146.04,1.27015525
2021-07-26 04:00:00,3163.95,3186.66,3152.7,3186.66,16.63931436
2021-07-26 05:00:00,3168.59,3190.9,3168.59,3189.39,6.82969449
2021-07-26 06:00:00,3197.56,3251.55,3197.56,3209.02,0.49614427
2021-07-26 07:00:00,3219.74,3219.89,3157.15,3170.7,4.41767691
2021-07-26 08:00:00,3160.66,3188.0,3160.66,3168.53,18.405586
2021-07-26 09:00:00,3183.46,3195.97,3174.81,3174.81,0.13785637
2021-07-26 10:00:00,3193.25,3210.32,3185.64,3210.32,2.58852255
2021-07-26 11:00:00,3205.31,3207.15,3178.69,3194.95,10.93109146
2021-07-26 12:00:00,3185.04,3195.36,3174.49,3195.36,0.81523132
2021-07-26 13:00:00,3184.17,3184.17,3156.37,3169.81,0.50226024
2021-07-26 14:00:00,3177.5,3182.47,3170.77,3170.77,1.04773289
2021-07-26 15:00:00,3170.77,3170.77,3170.77,3170.77,0.0
2021-07-26 16:00:00,3170.77,3170.77,3170.77,3170.77,0.0
2021-07-26 17:00:00,3194.34,3200.24,3194.34,3200.24,0.61390752
2021-07-26 18:00:00,3200.62,3202.43,3198.73,3202.43,1.60018574
2021-07-26 19:00:00,3240.0,3265.21,3219.55,3219.55,1.89049961
2021-07-26 20:00:00,3185.07,3185.07,3030.98,3067.94,12.77982554
2021-07-26 21:00:00,3050.87,3059.17,2997.14,3027.28,3.99089897
2021-07-26 22:00:00,3009.71,3031.29,3009.71,3018.75,0.40212058
2021-07-26 23:00:00,3044.73,3062.59,3024.45,3024.45,3.29683726
2021-07-27 00:00:00,3025.84,3039.75,3000.0,3033.37,15.40623992
2021-07-27 01:00:00,3004.4,3004.4,2942.2,2948.3,15.5149041
2021-07-27 02:00:00,2953.44,2953.45,2943.87,2943.87,3.49552177
2021-07-27 03:00:00,2928.65,2965.45,2928.65,2958.96,9.66027173
2021-07-27 04:00:00,2939.79,2964.14,2939.79,2962.08,0.1653211
2021-07-27 05:00:00,2973.6,2982.25,2965.7,2972.43,4.80803778
2021-07-27 06:00:00,2987.01,2995.74,2963.76,2963.76,1.85197341
2021-07-27 07:00:00,2996.69,2996.69,2982.63,2994.29,1.64982302
2021-07-27 08:00:00,3015.37,3015.37,3006.5,3006.5,14.4
2021-07-27 09:00:00,3026.51,3028.73,3020.21,3028.73,0.73449322
2021-07-27 10:00:00,3040.88,3062.79,3040.88,3057.89,3.97440333
2021-07-27 11:00:00,3058.9,3098.06,3058.9,3098.06,7.51774268
2021-07-27 12:00:00,3083.31,3142.85,3080.25,3142.85,9.36305556
2021-07-27 13:00:00,3131.96,3144.81,3131.87,3137.3,1.50655777
2021-07-27 14:00:00,3125.0,3125.0,3056.0,3093.18,9.43652164
2021-07-27 15:00:00,3099.35,3101.88,3099.35,3101.88,0.80629926
2021-07-27 16:00:00,3100.39,3100.39,3039.77,3044.58,26.97633857
2021-07-27 17:00:00,3044.58,3044.58,3044.58,3044.58,0.0
2021-07-27 18:00:00,3032.85,3050.69,3007.51,3043.48,4.40427934
2021-07-27 19:00:00,3050.69,3056.0,3040.12,3040.12,2.23334307
2021-07-27 20:00:00,3064.02,3064.02,3051.65,3052.03,1.70398015
2021-07-27 21:00:00,3054.6,3078.92,3054.0,3078.92,2.43234377
2021-07-27 22:00:00,3071.44,3138.35,3071.44,3138.35,2.4486255
2021-07-27 23:00:00,3108.41,3133.76,3099.27,3133.76,2.00359966
2021-07-28 00:00:00,3119.34,3123.42,3097.69,3097.69,1.52582139
2021-07-28 01:00:00,3097.94,3118.59,3082.96,3104.42,12.90131177
2021-07-28 02:00:00,3136.77,3190.84,3131.56,3145.08,7.99123941
2021-07-28 03:00:00,3117.26,3143.68,3103.8,3143.68,0.67825744
2021-07-28 04:00:00,3117.13,3123.64,3112.42,3123.64,4.5015035
2021-07-28 05:00:00,3116.63,3135.96,3113.27,3126.49,2.70170706
2021-07-28 06:00:00,3120.57,3120.57,3065.51,3075.14,11.00844307
2021-07-28 07:00:00,3100.0,3138.57,3093.22,3132.09,7.26685107
2021-07-28 08:00:00,3127.79,3135.9,3110.04,3110.04,0.57304829
2021-07-28 09:00:00,3110.46,3139.8,3110.46,3139.8,0.04703513
2021-07-28 10:00:00,3151.52,3155.77,3145.04,3145.04,5.76864454
2021-07-28 11:00:00,3140.74,3200.0,3140.74,3183.97,1.53354555
2021-07-28 12:00:00,3171.96,3177.06,3137.37,3137.37,2.87079976
2021-07-28 13:00:00,3132.8,3136.6,3109.76,3118.28,1.62148779
2021-07-28 14:00:00,3118.28,3118.28,3118.28,3118.28,0.0
2021-07-28 15:00:00,3124.58,3129.19,3124.58,3129.19,0.46587958
2021-07-28 16:00:00,3129.19,3129.19,3129.19,3129.19,0.0
2021-07-28 17:00:00,3150.16,3150.16,3090.93,3090.93,11.97901486
2021-07-28 18:00:00,3075.56,3148.02,3075.56,3146.82,6.75773346
2021-07-28 19:00:00,3157.76,3157.76,3133.85,3133.85,0.63802366
2021-07-28 20:00:00,3133.85,3133.85,3133.85,3133.85,0.0
2021-07-28 21:00:00,3121.28,3121.28,3113.67,3113.67,0.02944298
2021-07-28 22:00:00,3136.9,3136.9,3110.0,3110.0,0.71379701
2021-07-28 23:00:00,3111.33,3133.49,3107.44,3118.18,0.84944543
2021-07-29 00:00:00,3108.99,3114.96,3098.85,3098.85,4.17792055
2021-07-29 01:00:00,3095.74,3109.56,3095.74,3109.56,0.60493248
2021-07-29 02:00:00,3122.38,3126.96,3105.31,3105.32,9.2738103
2021-07-29 03:00:00,3095.64,3097.09,3091.69,3091.69,1.82755335
2021-07-29 04:00:00,3093.84,3114.37,3093.84,3114.37,2.87652494
2021-07-29 05:00:00,3101.95,3109.4,3101.95,3106.16,1.73525899
2021-07-29 06:00:00,3121.44,3121.44,3118.46,3118.46,1.78048281
2021-07-29 07:00:00,3114.57,3125.69,3113.07,3113.07,0.76887023
2021-07-29 08:00:00,3113.2,3113.2,3092.75,3110.95,0.65479614
2021-07-29 09:00:00,3115.67,3134.9,3115.67,3134.9,3.80093193
2021-07-29 10:00:00,3134.1,3138.32,3133.29,3133.29,1.08348562
2021-07-29 11:00:00,3134.05,3140.91,3110.78,3110.78,1.10764572
2021-07-29 12:00:00,3096.42,3103.15,3096.4,3100.25,4.22705587
2021-07-29 13:00:00,3100.25,3100.25,3100.25,3100.25,0.0
2021-07-29 14:00:00,3138.76,3146.92,3126.09,3143.91,7.91587459
2021-07-29 15:00:00,3141.21,3147.62,3140.81,3147.62,0.80896587
2021-07-29 16:00:00,3145.52,3149.25,3145.22,3149.25,2.04751274
2021-07-29 17:00:00,3149.25,3149.25,3149.25,3149.25,0.0
2021-07-29 18:00:00,3149.25,3149.25,3149.25,3149.25,0.0
2021-07-29 19:00:00,3129.04,3129.04,3120.18,3120.18,0.51847247
2021-07-29 20:00:00,3120.18,3120.18,3120.18,3120.18,0.0
2021-07-29 21:00:00,3134.3,3134.3,3126.46,3126.46,0.81513085
2021-07-29 22:00:00,3156.09,3161.28,3152.91,3161.28,1.22727145
2021-07-29 23:00:00,3183.37,3240.56,3183.37,3219.36,10.33747978
2021-07-30 00:00:00,3219.53,3240.15,3219.53,3240.15,1.45720768
2021-07-30 01:00:00,3258.35,3306.25,3258.35,3305.0,1.45818683
2021-07-30 02:00:00,3311.76,3311.76,3286.35,3286.35,1.25297514
2021-07-30 03:00:00,3284.09,3284.09,3281.31,3281.31,0.61374392
2021-07-30 04:00:00,3277.49,3293.08,3273.05,3273.05,8.26151456
2021-07-30 05:00:00,3275.09,3275.09,3260.0,3263.21,0.1445743
2021-07-30 06:00:00,3257.28,3263.58,3246.69,3248.34,0.5159407
2021-07-30 07:00:00,3248.34,3248.34,3248.34,3248.34,0.0
2021-07-30 08:00:00,3257.37,3257.87,3172.76,3175.26,2.34576303
2021-07-30 09:00:00,3163.84,3164.0,3153.84,3158.12,15.10334907
2021-07-30 10:00:00,3169.24,3195.55,3166.86,3195.55,1.07234711
2021-07-30 11:00:00,3193.55,3204.99,3183.37,3183.37,3.92256835
2021-07-30 12:00:00,3176.75,3185.47,3176.26,3176.26,1.20005333
2021-07-30 13:00:00,3180.67,3191.59,3167.45,3184.1,1.16614525
2021-07-30 14:00:00,3182.01,3200.99,3180.68,3180.68,4.75471409
2021-07-30 15:00:00,3188.87,3195.09,3188.87,3195.09,0.11347698
2021-07-30 16:00:00,3197.29,3200.2,3197.29,3200.2,0.03202344
2021-07-30 17:00:00,3190.81,3212.01,3189.79,3212.01,0.3808062
2021-07-30 18:00:00,3212.01,3212.01,3212.01,3212.01,0.0
2021-07-30 19:00:00,3212.01,3212.01,3212.01,3212.01,0.0
2021-07-30 20:00:00,3293.64,3322.8,3293.64,3306.54,7.49688015
2021-07-30 21:00:00,3302.49,3346.82,3302.49,3314.62,20.86003215
2021-07-30 22:00:00,3322.65,3329.85,3302.65,3320.92,8.84612828
2021-07-30 23:00:00,3328.79,3338.07,3314.07,3338.07,4.11201744
2021-07-31 00:00:00,3341.21,3363.14,3336.32,3357.0,4.79789926
2021-07-31 01:00:00,3348.01,3353.73,3335.03,3346.71,1.37174827
2021-07-31 02:00:00,3356.88,3362.86,3356.88,3362.86,0.3845
2021-07-31 03:00:00,3376.12,3376.12,3357.76,3357.76,3.54319049
2021-07-31 04:00:00,3358.82,3358.82,3336.7,3336.7,1.12243045
2021-07-31 05:00:00,3338.12,3341.24,3318.27,3318.27,0.20222459
2021-07-31 06:00:00,3304.67,3322.37,3304.64,3322.37,0.85783101
2021-07-31 07:00:00,3328.86,3333.59,3328.86,3333.59,0.07445647
2021-07-31 08:00:00,3351.51,3364.32,3351.51,3364.32,0.45109138
2021-07-31 09:00:00,3350.23,3350.23,3343.27,3350.11,0.24177216
2021-07-31 10:00:00,3357.22,3373.9,3357.22,3373.9,0.61228231
2021-07-31 11:00:00,3368.2,3368.2,3356.62,3356.62,3.00476034
2021-07-31 12:00:00,3363.82,3363.82,3357.18,3357.18,0.26860017
2021-07-31 13:00:00,3350.0,3350.0,3340.5,3340.5,0.16256519
2021-07-31 14:00:00,3340.5,3340.5,3340.5,3340.5,0.0
2021-07-31 15:00:00,3340.5,3340.5,3340.5,3340.5,0.0
2021-07-31 16:00:00,3362.74,3362.74,3348.47,3348.47,0.04206718
2021-07-31 17:00:00,3348.47,3348.47,3348.47,3348.47,0.0
2021-07-31 18:00:00,3348.47,3348.47,3348.47,3348.47,0.0
